"loan_amnt","term","int_rate","emp_length","home_ownership","annual_inc","purpose","addr_state","dti","delinq_2yrs","revol_util","total_acc","bad_loan","longest_credit_length","verification_status"
5000,"36 months",6.62,1,"MORTGAGE",39396.0,"home_improvement","GA",8.16,0,18.5,30,0,11,"verified"
5000,"36 months",15.96,7,"OWN",98000.0,"credit_card","CA",19.63,0,53.300000000000004,14,0,9,"verified"
26000,"36 months",11.71,10,"RENT",62500.0,"credit_card","OK",16.55,0,94.80000000000001,16,0,11,"verified"
4000,"60 months",19.91,10,"RENT",45000.0,"house","PA",15.200000000000001,0,22.400000000000002,11,1,15,"verified"
8000,"36 months",7.9,10,"RENT",32400.0,"debt_consolidation","CA",7.56,0,34.1,15,0,10,"not verified"
1700,"36 months",7.9,,"MORTGAGE",37800.0,"home_improvement","CO",27.0,0,91.2,27,1,32,"not verified"
16000,"36 months",9.91,10,"RENT",50000.0,"debt_consolidation","PA",15.100000000000001,0,66.2,26,0,18,"not verified"
20000,"60 months",9.91,10,"MORTGAGE",114996.0,"debt_consolidation","NY",11.19,0,15.4,20,0,11,"verified"
12000,"36 months",14.65,6,"RENT",54400.0,"debt_consolidation","WA",13.81,0,60.2,33,1,13,"verified"
7000,"36 months",11.71,7,"MORTGAGE",72800.0,"credit_card","MD",24.64,0,84.10000000000001,33,0,11,"verified"
8000,"60 months",20.3,1,"RENT",42500.0,"debt_consolidation","GA",14.23,0,95.0,24,1,7,"verified"
13000,"36 months",16.29,10,"RENT",28000.0,"debt_consolidation","NC",12.9,0,93.30000000000001,8,1,10,"verified"
20000,"60 months",21.28,2,"OWN",120000.0,"debt_consolidation","MN",16.72,0,75.5,43,0,13,"verified"
18000,"36 months",13.49,8,"MORTGAGE",96000.0,"debt_consolidation","CT",16.400000000000002,0,46.6,37,0,24,"verified"
10000,"36 months",16.29,3,"RENT",83200.0,"credit_card","WA",17.03,0,92.0,15,0,6,"verified"
22250,"60 months",15.27,8,"RENT",45000.0,"debt_consolidation","MO",23.07,0,77.7,23,0,12,"verified"
24000,"60 months",17.580000000000002,5,"RENT",68809.0,"debt_consolidation","FL",21.29,0,25.3,20,1,6,"verified"
11200,"36 months",12.42,3,"RENT",75000.0,"car","CA",22.88,0,74.4,13,1,15,"not verified"
7000,"36 months",10.65,3,"RENT",52000.0,"other","NY",18.16,0,94.80000000000001,13,0,8,"not verified"
8000,"36 months",6.03,6,"RENT",57600.0,"house","CA",11.52,0,12.4,12,0,40,"verified"
22500,"60 months",16.77,4,"RENT",48500.0,"credit_card","CA",10.91,0,84.5,12,0,19,"verified"
12000,"36 months",17.27,2,"RENT",95000.0,"debt_consolidation","GA",11.100000000000001,0,88.5,19,0,5,"not verified"
22000,"36 months",14.65,0,"RENT",58000.0,"debt_consolidation","IL",12.100000000000001,0,92.30000000000001,28,0,8,"verified"
6200,"36 months",10.65,10,"MORTGAGE",24000.0,"credit_card","AK",19.95,0,55.2,11,0,10,"not verified"
15900,"36 months",9.91,9,"MORTGAGE",58000.0,"debt_consolidation","VA",21.72,0,64.5,15,0,11,"not verified"
5000,"36 months",8.9,,"MORTGAGE",70000.0,"other","CA",16.17,1,53.0,32,0,28,"verified"
16000,"36 months",6.62,3,"MORTGAGE",104000.0,"other","MA",2.78,0,3.2,24,0,15,"not verified"
5000,"36 months",11.71,4,"RENT",35000.0,"car","CA",4.01,0,61.800000000000004,3,0,5,"not verified"
3150,"36 months",15.27,5,"RENT",53000.0,"vacation","PA",4.37,0,28.200000000000003,10,0,5,"verified"
12000,"36 months",14.27,2,"RENT",28000.0,"credit_card","CA",8.49,0,68.5,10,1,4,"verified"
28000,"36 months",7.9,4,"MORTGAGE",118000.0,"home_improvement","IL",5.29,0,24.8,23,1,16,"verified"
5000,"36 months",12.42,0,"RENT",40000.0,"wedding","FL",22.59,0,82.30000000000001,26,0,14,"not verified"
3000,"36 months",9.91,,"MORTGAGE",42000.0,"renewable_energy","MN",4.29,0,33.300000000000004,3,0,6,"not verified"
3000,"36 months",7.9,10,"MORTGAGE",65000.0,"other","WA",4.89,0,85.30000000000001,18,1,17,"not verified"
8400,"36 months",6.62,2,"RENT",25000.0,"debt_consolidation","CA",11.86,0,36.1,19,0,6,"verified"
7000,"36 months",10.65,10,"MORTGAGE",36000.0,"debt_consolidation","CA",24.0,0,72.8,23,0,14,"verified"
2000,"36 months",9.91,1,"MORTGAGE",231252.0,"other","GA",11.43,0,93.5,43,0,31,"verified"
8575,"36 months",17.580000000000002,,"MORTGAGE",32000.0,"debt_consolidation","FL",22.54,0,89.9,5,1,7,"verified"
28000,"60 months",12.42,8,"MORTGAGE",84996.0,"debt_consolidation","GA",23.41,0,44.2,40,1,13,"verified"
10000,"36 months",7.9,6,"RENT",66000.0,"debt_consolidation","OR",12.42,0,89.4,24,0,15,"not verified"
25000,"36 months",19.42,2,"MORTGAGE",92000.0,"credit_card","LA",21.68,0,84.5,38,0,13,"verified"
8000,"36 months",11.71,10,"RENT",70000.0,"credit_card","CA",20.21,0,92.1,22,0,6,"not verified"
16000,"60 months",18.25,10,"MORTGAGE",49000.0,"credit_card","OH",18.39,0,94.5,23,1,10,"verified"
25000,"36 months",11.71,8,"MORTGAGE",76896.0,"debt_consolidation","FL",13.9,0,76.0,33,0,11,"verified"
2000,"36 months",9.91,10,"RENT",24000.0,"other","IL",13.5,0,64.2,10,0,12,"not verified"
16800,"36 months",14.65,2,"RENT",60000.0,"credit_card","TX",14.52,0,96.9,14,0,8,"verified"
8000,"36 months",8.9,3,"MORTGAGE",120000.0,"credit_card","CA",10.52,0,60.6,15,0,11,"not verified"
12000,"60 months",12.69,9,"MORTGAGE",57000.0,"debt_consolidation","CT",19.71,0,66.3,13,0,6,"not verified"
11000,"36 months",7.9,4,"MORTGAGE",80000.0,"credit_card","AZ",4.74,0,77.7,15,1,12,"not verified"
5000,"36 months",16.29,6,"MORTGAGE",85000.0,"medical","WA",22.81,0,90.0,17,1,7,"verified"
18000,"36 months",16.29,10,"OWN",140000.0,"debt_consolidation","TX",21.8,0,90.2,35,0,11,"verified"
10000,"36 months",12.69,6,"OWN",36000.0,"debt_consolidation","CA",15.9,0,65.3,10,1,5,"verified"
5000,"36 months",9.91,0,"RENT",70000.0,"credit_card","OH",13.92,0,64.3,23,0,21,"verified"
10000,"36 months",16.29,4,"RENT",51360.0,"credit_card","NY",16.61,0,79.10000000000001,9,0,4,"verified"
25000,"36 months",9.91,4,"RENT",163000.0,"vacation","CA",4.4,0,4.6000000000000005,10,0,4,"verified"
2400,"36 months",12.69,4,"MORTGAGE",59393.0,"medical","OR",13.700000000000001,0,44.1,18,0,14,"verified"
3000,"36 months",16.29,4,"MORTGAGE",65000.0,"other","FL",15.16,0,60.2,18,1,4,"not verified"
7700,"36 months",16.77,3,"RENT",29772.96,"other","TX",18.580000000000002,0,82.9,11,1,11,"verified"
2400,"36 months",13.49,0,"OWN",12996.0,"other","TX",4.71,0,96.7,13,0,5,"verified"
5000,"36 months",10.65,1,"OWN",44475.0,"credit_card","CA",17.11,0,70.4,14,0,9,"not verified"
14000,"36 months",17.580000000000002,10,"MORTGAGE",88000.0,"debt_consolidation","TX",7.73,3,40.7,24,0,16,"verified"
24500,"60 months",20.89,4,"RENT",85000.0,"credit_card","NJ",9.09,0,94.4,8,1,7,"verified"
2400,"36 months",10.65,3,"MORTGAGE",36000.0,"major_purchase","GA",15.700000000000001,0,82.60000000000001,9,0,19,"not verified"
1800,"36 months",12.42,7,"RENT",117000.0,"other","CA",15.860000000000001,0,60.800000000000004,34,0,11,"not verified"
22200,"36 months",19.42,2,"RENT",160000.0,"debt_consolidation","CA",13.33,0,89.10000000000001,25,1,15,"verified"
21400,"60 months",19.42,3,"RENT",80000.0,"credit_card","FL",19.66,0,66.2,44,0,11,"verified"
13000,"36 months",7.9,10,"RENT",28000.0,"credit_card","MN",16.93,0,66.10000000000001,19,1,11,"not verified"
8000,"36 months",12.69,5,"RENT",48000.0,"car","CA",15.33,2,38.5,15,0,14,"not verified"
3600,"36 months",12.69,10,"MORTGAGE",60000.0,"medical","MI",19.0,0,13.0,17,1,10,"not verified"
12375,"60 months",23.13,5,"RENT",40000.0,"other","FL",20.88,0,22.5,31,1,15,"not verified"
9400,"36 months",9.91,2,"RENT",45500.0,"debt_consolidation","GA",11.84,0,51.800000000000004,7,0,7,"verified"
9600,"36 months",14.27,6,"MORTGAGE",156000.0,"home_improvement","FL",15.540000000000001,0,18.900000000000002,18,0,20,"verified"
17000,"36 months",10.65,1,"RENT",40000.0,"debt_consolidation","PA",18.63,0,80.10000000000001,12,0,12,"verified"
30000,"60 months",19.03,10,"MORTGAGE",80000.0,"credit_card","TX",26.82,0,85.10000000000001,29,0,12,"verified"
10800,"36 months",14.27,6,"MORTGAGE",110000.0,"credit_card","NV",2.67,0,69.10000000000001,21,0,10,"verified"
6000,"36 months",7.9,10,"RENT",59400.0,"credit_card","CA",19.17,0,76.2,21,0,25,"not verified"
35000,"36 months",8.9,10,"MORTGAGE",106000.0,"credit_card","CO",12.09,0,60.2,28,0,19,"verified"
10000,"36 months",10.65,7,"RENT",36000.0,"debt_consolidation","NY",14.0,0,78.9,12,0,6,"not verified"
15000,"60 months",19.91,4,"RENT",51000.0,"credit_card","NY",20.85,0,92.7,18,0,8,"verified"
5000,"36 months",12.69,2,"RENT",25000.0,"other","IL",20.54,0,97.30000000000001,37,0,10,"not verified"
7100,"36 months",14.65,1,"RENT",33000.0,"debt_consolidation","IL",23.85,0,41.5,13,1,5,"not verified"
12000,"36 months",16.77,10,"MORTGAGE",93000.0,"credit_card","CA",13.46,0,92.5,21,0,12,"not verified"
5825,"36 months",10.65,8,"RENT",50000.0,"debt_consolidation","CA",13.25,0,89.0,16,0,13,"not verified"
22250,"36 months",12.69,2,"RENT",41000.0,"debt_consolidation","NY",15.63,0,61.900000000000006,10,1,7,"verified"
6000,"36 months",12.42,4,"RENT",30000.0,"credit_card","WI",7.2,0,72.5,7,0,5,"verified"
7650,"36 months",11.71,5,"RENT",57000.0,"debt_consolidation","CA",23.96,0,63.400000000000006,18,1,5,"verified"
20675,"60 months",15.27,7,"RENT",50132.0,"other","CA",23.31,0,74.10000000000001,17,1,11,"verified"
13200,"36 months",7.9,6,"MORTGAGE",62500.0,"debt_consolidation","NC",12.06,0,55.800000000000004,17,0,15,"verified"
12000,"36 months",7.51,0,"RENT",60000.0,"debt_consolidation","LA",20.700000000000003,0,63.1,46,0,11,"verified"
20000,"60 months",19.03,6,"RENT",130000.0,"debt_consolidation","AZ",9.06,0,90.6,25,0,18,"verified"
15000,"36 months",6.03,7,"RENT",60000.0,"house","NJ",12.780000000000001,0,5.5,27,0,9,"not verified"
22500,"60 months",17.27,3,"MORTGAGE",67735.0,"debt_consolidation","SC",18.8,0,75.60000000000001,16,0,7,"verified"
20500,"60 months",12.69,0,"RENT",47800.0,"debt_consolidation","CA",28.32,0,52.2,20,1,12,"verified"
12800,"36 months",12.42,1,"MORTGAGE",99600.0,"credit_card","CA",19.95,0,89.80000000000001,25,0,11,"not verified"
27575,"36 months",10.65,1,"MORTGAGE",54000.0,"other","WY",12.27,0,67.7,16,0,23,"verified"
7000,"36 months",12.69,8,"RENT",49000.0,"debt_consolidation","NY",14.42,0,97.4,17,0,10,"not verified"
29000,"60 months",12.42,10,"RENT",65000.0,"debt_consolidation","PA",7.22,0,57.7,24,1,11,"verified"
10000,"36 months",14.27,4,"RENT",44160.0,"moving","VA",18.29,0,95.80000000000001,18,0,7,"verified"
14125,"36 months",7.9,5,"RENT",32000.0,"debt_consolidation","TX",22.54,0,60.800000000000004,21,0,7,"verified"
12000,"36 months",6.62,0,"MORTGAGE",94500.0,"debt_consolidation","CA",4.17,0,35.300000000000004,16,0,7,"verified"
9575,"36 months",6.62,3,"RENT",19498.0,"credit_card","VA",18.34,0,53.900000000000006,10,0,13,"verified"
12000,"36 months",15.96,9,"MORTGAGE",88000.0,"debt_consolidation","NY",10.600000000000001,0,77.80000000000001,20,1,9,"not verified"
10000,"36 months",12.69,4,"RENT",45000.0,"credit_card","NJ",22.61,0,74.4,18,0,13,"verified"
10000,"36 months",15.96,1,"RENT",37500.0,"debt_consolidation","MA",19.46,0,59.5,19,0,9,"not verified"
24000,"36 months",9.91,4,"RENT",120000.0,"debt_consolidation","GA",14.17,0,47.7,18,0,12,"verified"
14575,"36 months",10.65,7,"RENT",35000.0,"credit_card","NJ",16.46,0,58.5,14,0,8,"not verified"
9000,"36 months",7.51,0,"MORTGAGE",50000.0,"debt_consolidation","MO",4.44,0,34.1,15,0,15,"verified"
10000,"36 months",13.49,10,"RENT",30000.0,"debt_consolidation","NY",20.96,0,32.0,11,1,4,"not verified"
7125,"36 months",17.580000000000002,7,"RENT",25279.67,"credit_card","MN",16.8,0,93.1,12,0,6,"not verified"
15000,"60 months",10.65,10,"RENT",29000.0,"debt_consolidation","PA",15.14,0,81.0,14,0,14,"not verified"
13000,"36 months",13.49,6,"RENT",65000.0,"debt_consolidation","CA",17.11,0,81.10000000000001,32,0,16,"not verified"
30000,"60 months",14.27,10,"RENT",90000.0,"small_business","TX",19.12,0,49.0,40,0,9,"verified"
21600,"36 months",17.27,2,"MORTGAGE",58600.0,"home_improvement","TX",10.85,0,95.30000000000001,18,1,9,"verified"
7000,"36 months",12.42,10,"RENT",85000.0,"credit_card","CA",15.11,0,72.3,42,0,14,"verified"
7000,"36 months",8.9,5,"RENT",45000.0,"debt_consolidation","WI",24.48,0,71.10000000000001,23,0,13,"verified"
3600,"36 months",17.27,7,"MORTGAGE",44004.0,"other","NJ",5.59,1,75.7,4,0,7,"verified"
3500,"36 months",12.69,10,"MORTGAGE",84996.0,"major_purchase","NC",5.36,2,45.7,27,0,24,"not verified"
5000,"36 months",8.9,6,"RENT",33000.0,"medical","NJ",16.47,0,29.700000000000003,14,0,8,"not verified"
10000,"36 months",11.71,5,"MORTGAGE",60000.0,"debt_consolidation","CT",17.3,0,87.2,32,0,24,"verified"
4500,"36 months",13.49,0,"OWN",19200.0,"credit_card","MN",19.56,0,67.8,9,0,6,"verified"
12000,"36 months",11.71,10,"RENT",62000.0,"debt_consolidation","NJ",6.74,0,90.9,15,0,14,"not verified"
12000,"60 months",19.03,1,"RENT",38500.0,"debt_consolidation","OH",10.91,2,85.0,33,0,10,"not verified"
10700,"36 months",12.42,4,"RENT",68000.0,"debt_consolidation","AZ",16.41,0,66.60000000000001,12,0,6,"verified"
6000,"36 months",10.65,1,"RENT",30000.0,"credit_card","FL",19.36,0,78.60000000000001,13,0,8,"not verified"
20000,"36 months",7.9,10,"RENT",50000.0,"wedding","NY",12.84,0,39.800000000000004,12,0,10,"verified"
10800,"60 months",16.77,2,"RENT",23000.0,"debt_consolidation","TX",11.22,0,64.2,10,0,6,"verified"
25000,"60 months",19.03,10,"RENT",50400.0,"debt_consolidation","GA",20.67,0,61.5,26,0,11,"verified"
20000,"60 months",14.27,5,"RENT",110000.0,"debt_consolidation","CA",10.3,0,79.80000000000001,18,0,10,"verified"
3600,"36 months",13.49,1,"RENT",40000.0,"vacation","LA",12.99,0,83.10000000000001,8,0,4,"not verified"
6000,"36 months",8.9,10,"RENT",83954.0,"debt_consolidation","NJ",17.48,0,78.10000000000001,24,0,11,"verified"
10375,"36 months",14.27,5,"RENT",35000.0,"credit_card","KY",22.39,0,65.9,15,0,8,"not verified"
25000,"36 months",8.9,4,"RENT",60000.0,"debt_consolidation","CA",25.400000000000002,0,68.7,16,0,22,"verified"
10000,"36 months",16.29,4,"RENT",40000.0,"debt_consolidation","NC",19.98,0,78.7,12,0,7,"verified"
5600,"36 months",6.03,,"OWN",41100.0,"car","NY",3.97,0,2.7,44,0,21,"not verified"
6000,"36 months",12.42,4,"RENT",92000.0,"car","IL",10.600000000000001,0,82.5,18,0,11,"not verified"
8000,"36 months",7.9,2,"RENT",75000.0,"debt_consolidation","AZ",8.700000000000001,0,55.400000000000006,16,0,9,"not verified"
10000,"36 months",11.71,4,"MORTGAGE",45000.0,"debt_consolidation","GA",12.48,0,48.1,25,0,8,"not verified"
11000,"36 months",7.51,8,"RENT",48000.0,"debt_consolidation","FL",24.1,0,62.300000000000004,20,0,41,"verified"
5000,"36 months",9.91,6,"MORTGAGE",110000.0,"debt_consolidation","OR",6.38,0,70.3,27,0,15,"not verified"
6500,"36 months",10.65,0,"RENT",30600.0,"debt_consolidation","TX",13.450000000000001,0,62.900000000000006,18,0,6,"verified"
20000,"60 months",20.3,4,"RENT",69000.0,"credit_card","CO",18.02,0,89.60000000000001,27,0,9,"verified"
12000,"36 months",12.69,4,"RENT",45000.0,"debt_consolidation","CA",8.85,0,70.0,19,0,15,"verified"
8250,"60 months",19.91,3,"RENT",27500.0,"wedding","OR",20.25,0,79.7,9,1,4,"not verified"
21000,"36 months",7.9,10,"MORTGAGE",150500.0,"debt_consolidation","NY",3.69,0,67.8,34,0,11,"verified"
8400,"36 months",16.77,2,"RENT",32000.0,"credit_card","NY",16.95,0,74.9,6,0,4,"verified"
7000,"36 months",12.69,5,"RENT",37500.0,"debt_consolidation","MA",21.38,0,73.9,20,0,6,"verified"
12000,"36 months",12.42,0,"RENT",60000.0,"car","RI",6.300000000000001,0,78.7,14,1,6,"verified"
7200,"36 months",11.71,2,"RENT",33000.0,"credit_card","FL",12.69,0,70.3,13,1,4,"not verified"
12000,"36 months",10.65,10,"RENT",70000.0,"debt_consolidation","GA",26.060000000000002,0,60.1,25,0,17,"not verified"
12800,"60 months",14.27,9,"RENT",75000.0,"credit_card","FL",16.75,0,67.0,23,0,20,"verified"
3050,"36 months",9.91,1,"RENT",16800.0,"car","TX",3.5,0,86.30000000000001,8,0,15,"verified"
9000,"36 months",14.65,1,"RENT",38000.0,"debt_consolidation","IL",19.55,0,92.2,19,0,11,"verified"
10000,"36 months",11.71,5,"OWN",35000.0,"debt_consolidation","NV",11.790000000000001,0,78.2,10,1,5,"not verified"
10000,"36 months",9.91,0,"MORTGAGE",95000.0,"debt_consolidation","PA",18.37,0,31.200000000000003,30,0,27,"verified"
10000,"36 months",14.27,10,"MORTGAGE",77400.0,"credit_card","SD",20.05,0,87.60000000000001,34,1,27,"verified"
8500,"36 months",16.29,0,"RENT",61000.0,"debt_consolidation","IL",11.76,0,83.9,19,0,5,"verified"
7200,"60 months",13.49,10,"RENT",67000.0,"debt_consolidation","MD",11.84,0,79.9,21,0,27,"verified"
21000,"60 months",14.27,0,"MORTGAGE",90000.0,"credit_card","FL",8.76,2,82.2,32,0,11,"verified"
27000,"36 months",9.91,5,"OWN",140000.0,"debt_consolidation","MA",7.44,0,27.200000000000003,30,0,8,"verified"
4000,"36 months",14.27,9,"RENT",32400.0,"debt_consolidation","WA",5.41,0,65.9,5,0,4,"verified"
7300,"36 months",11.71,4,"RENT",50000.0,"other","NY",12.790000000000001,0,37.300000000000004,22,0,10,"verified"
18000,"36 months",8.9,9,"MORTGAGE",70000.0,"credit_card","MI",17.76,0,34.300000000000004,29,0,22,"verified"
5000,"36 months",11.71,10,"OWN",35000.0,"other","KY",19.37,0,35.5,15,0,21,"verified"
10000,"36 months",14.27,10,"MORTGAGE",115000.0,"home_improvement","VA",24.34,0,71.2,53,0,16,"verified"
3000,"36 months",7.9,4,"RENT",45000.0,"debt_consolidation","AK",19.39,0,63.2,15,0,10,"not verified"
28000,"36 months",15.96,5,"MORTGAGE",235000.0,"credit_card","VA",9.08,0,82.7,27,0,17,"verified"
10000,"36 months",14.65,5,"RENT",36000.0,"credit_card","NY",9.600000000000001,0,57.2,7,0,4,"not verified"
12000,"36 months",7.9,5,"RENT",26000.0,"credit_card","CO",12.83,0,61.0,21,0,12,"not verified"
10000,"36 months",17.27,3,"RENT",80000.0,"small_business","NY",5.73,0,91.0,9,0,11,"verified"
11000,"36 months",8.9,1,"RENT",50000.0,"debt_consolidation","MA",14.09,0,74.8,14,0,10,"not verified"
10000,"36 months",15.27,10,"RENT",55000.0,"small_business","NY",0.89,0,18.1,26,0,11,"verified"
5000,"36 months",6.62,5,"MORTGAGE",55000.0,"debt_consolidation","MA",4.12,0,47.1,28,0,9,"verified"
5000,"36 months",6.03,3,"RENT",64424.0,"other","NY",0.93,0,0.7000000000000001,17,0,23,"not verified"
5000,"36 months",8.9,10,"RENT",56000.0,"debt_consolidation","NY",15.47,0,79.0,19,0,22,"not verified"
6000,"36 months",14.27,7,"RENT",30000.0,"credit_card","CA",15.68,0,96.9,12,1,4,"not verified"
5000,"36 months",14.27,4,"MORTGAGE",111740.0,"vacation","GA",20.62,0,93.1,50,0,17,"verified"
20050,"36 months",17.580000000000002,7,"RENT",67500.0,"credit_card","RI",24.84,0,81.10000000000001,29,0,16,"verified"
7000,"36 months",16.77,0,"RENT",41000.0,"wedding","NY",20.31,0,97.80000000000001,15,1,8,"verified"
25000,"36 months",10.65,10,"RENT",120000.0,"debt_consolidation","MA",6.17,0,54.300000000000004,26,0,13,"verified"
3000,"36 months",12.69,10,"RENT",30000.0,"debt_consolidation","CA",15.4,0,94.80000000000001,15,1,10,"not verified"
8400,"36 months",17.27,10,"RENT",41500.0,"credit_card","CT",15.07,0,77.4,9,0,4,"verified"
24925,"60 months",23.91,4,"RENT",60000.0,"credit_card","FL",17.740000000000002,0,98.9,26,0,7,"verified"
5000,"36 months",9.91,10,"MORTGAGE",75000.0,"debt_consolidation","OH",18.5,0,77.2,56,0,16,"verified"
12000,"60 months",14.27,2,"RENT",80000.0,"credit_card","FL",6.51,0,78.7,18,0,5,"verified"
12000,"36 months",12.42,10,"RENT",42000.0,"credit_card","WI",21.490000000000002,0,67.5,24,0,16,"not verified"
13200,"36 months",11.71,2,"MORTGAGE",41600.0,"debt_consolidation","CA",9.55,0,77.60000000000001,23,1,10,"not verified"
6000,"36 months",6.03,1,"RENT",48000.0,"major_purchase","NJ",15.25,0,15.3,27,0,10,"verified"
10000,"36 months",6.62,8,"MORTGAGE",50000.0,"credit_card","PA",13.42,0,38.6,31,0,15,"verified"
17500,"60 months",12.42,4,"RENT",70000.0,"credit_card","NY",16.7,0,67.3,53,0,24,"not verified"
6500,"36 months",10.65,2,"RENT",53000.0,"debt_consolidation","MO",20.81,0,80.30000000000001,25,0,7,"verified"
10000,"36 months",7.51,2,"MORTGAGE",65000.0,"small_business","MN",8.55,1,12.8,25,0,14,"not verified"
12000,"36 months",9.91,2,"RENT",85000.0,"debt_consolidation","LA",10.38,0,45.300000000000004,22,0,7,"not verified"
10000,"36 months",14.27,10,"RENT",55000.0,"debt_consolidation","CA",22.1,0,54.300000000000004,12,0,10,"not verified"
12375,"36 months",14.27,10,"RENT",36000.0,"credit_card","MA",23.03,0,91.30000000000001,5,0,10,"not verified"
10000,"36 months",10.65,1,"RENT",26000.0,"debt_consolidation","FL",9.78,0,61.0,12,0,5,"not verified"
4400,"36 months",19.03,7,"RENT",80000.0,"small_business","NY",2.65,0,99.1,13,0,7,"verified"
25000,"36 months",13.49,4,"MORTGAGE",80000.0,"debt_consolidation","GA",14.65,0,71.7,27,0,15,"verified"
14125,"36 months",12.42,,"MORTGAGE",45696.0,"debt_consolidation","NC",21.93,0,91.5,26,1,11,"verified"
35000,"60 months",20.3,2,"MORTGAGE",100000.0,"wedding","NJ",24.71,0,68.7,61,0,14,"verified"
13600,"60 months",12.69,1,"RENT",62000.0,"debt_consolidation","TX",11.98,0,53.5,35,0,11,"not verified"
20000,"60 months",12.69,7,"RENT",50000.0,"credit_card","MA",27.67,0,76.10000000000001,29,0,9,"verified"
18000,"36 months",13.49,0,"OWN",66000.0,"debt_consolidation","PA",12.870000000000001,0,42.900000000000006,27,1,17,"verified"
13000,"60 months",16.77,10,"OWN",80000.0,"debt_consolidation","MO",4.96,0,84.5,9,0,16,"verified"
35000,"36 months",16.77,7,"MORTGAGE",100000.0,"debt_consolidation","TX",19.03,0,74.60000000000001,18,0,19,"verified"
35000,"36 months",14.27,1,"MORTGAGE",123000.0,"credit_card","MI",19.34,0,83.10000000000001,34,0,15,"verified"
7200,"36 months",13.49,9,"MORTGAGE",60000.0,"debt_consolidation","IL",22.22,0,50.6,23,0,18,"verified"
25000,"60 months",15.96,10,"MORTGAGE",150000.0,"small_business","FL",5.66,0,40.6,51,0,14,"verified"
4000,"36 months",12.69,3,"RENT",80000.0,"other","CA",21.66,0,97.30000000000001,17,0,9,"not verified"
7000,"36 months",7.51,10,"RENT",31000.0,"credit_card","FL",26.86,0,44.1,13,0,9,"not verified"
15000,"36 months",13.49,4,"MORTGAGE",90000.0,"other","SC",6.93,0,71.8,17,0,31,"verified"
35000,"60 months",20.89,10,"MORTGAGE",71316.0,"debt_consolidation","NC",14.790000000000001,1,75.5,23,1,17,"verified"
7200,"36 months",7.9,5,"RENT",34000.0,"debt_consolidation","CT",17.51,0,48.800000000000004,13,0,9,"verified"
13000,"36 months",17.27,10,"RENT",36000.0,"debt_consolidation","AR",10.9,0,80.9,12,0,11,"verified"
28000,"36 months",7.9,4,"RENT",65000.0,"credit_card","NJ",14.64,0,36.2,15,0,17,"verified"
12000,"36 months",9.91,8,"RENT",35000.0,"debt_consolidation","AL",15.870000000000001,0,57.6,7,0,10,"not verified"
16000,"60 months",17.580000000000002,0,"RENT",50000.0,"debt_consolidation","NV",21.14,0,70.5,13,1,6,"not verified"
14000,"36 months",8.9,5,"RENT",62004.0,"other","NY",9.08,0,69.9,19,0,9,"not verified"
11500,"36 months",11.71,10,"RENT",74000.0,"debt_consolidation","CA",7.96,0,84.10000000000001,10,0,10,"verified"
10500,"36 months",14.65,1,"MORTGAGE",42000.0,"debt_consolidation","GA",10.77,0,52.2,23,0,9,"not verified"
14400,"36 months",12.42,5,"OWN",48000.0,"credit_card","CT",20.68,0,42.6,16,0,6,"not verified"
16000,"36 months",9.91,7,"RENT",65000.0,"debt_consolidation","CA",10.36,0,94.30000000000001,17,0,14,"verified"
5375,"36 months",9.91,2,"RENT",15360.0,"debt_consolidation","WA",16.25,0,27.3,8,0,6,"not verified"
12000,"36 months",13.49,10,"MORTGAGE",61000.0,"credit_card","FL",17.67,0,90.30000000000001,30,0,17,"verified"
12000,"36 months",7.51,0,"RENT",83000.0,"debt_consolidation","NY",8.36,0,82.7,36,1,10,"verified"
17000,"36 months",6.03,2,"MORTGAGE",120000.0,"small_business","CA",8.94,0,4.1000000000000005,27,0,14,"verified"
30000,"60 months",19.03,0,"RENT",106000.0,"credit_card","AZ",15.72,0,74.2,24,0,12,"verified"
13000,"36 months",20.3,5,"RENT",42000.0,"debt_consolidation","OH",7.69,0,99.5,5,1,5,"not verified"
7125,"36 months",7.51,0,"MORTGAGE",30000.0,"debt_consolidation","MO",18.12,0,68.0,20,1,10,"not verified"
8000,"36 months",14.65,1,"RENT",72100.0,"debt_consolidation","CA",6.71,0,92.7,16,0,7,"not verified"
12500,"36 months",11.71,3,"RENT",58000.0,"debt_consolidation","HI",17.32,0,79.30000000000001,16,0,12,"verified"
10000,"36 months",14.27,4,"RENT",40000.0,"car","NY",18.69,0,87.5,7,0,4,"verified"
14000,"36 months",10.65,3,"RENT",48880.0,"credit_card","IL",21.95,0,73.7,15,0,9,"not verified"
7500,"36 months",6.03,5,"RENT",48000.0,"debt_consolidation","MA",5.08,0,30.8,15,0,11,"verified"
19200,"36 months",9.91,9,"MORTGAGE",40000.0,"debt_consolidation","WA",11.370000000000001,0,67.60000000000001,15,0,21,"verified"
9000,"36 months",11.71,7,"MORTGAGE",110000.0,"debt_consolidation","FL",13.06,0,65.2,12,0,6,"not verified"
20000,"36 months",8.9,3,"RENT",65000.0,"credit_card","CT",14.99,0,44.5,17,0,8,"verified"
9000,"36 months",13.49,7,"MORTGAGE",50000.0,"debt_consolidation","FL",1.99,3,42.400000000000006,15,0,9,"verified"
